"Descriptions:","Unit:","Multiplier:","Currency:","Unique Identifier:","Series Name:",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Ice cream and frozen dessert  (NAICS = 31152); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31152.A,IP.N31152.A,,,,,,,,,,,,,78.3217,83.2529,83.8456,86.3229,85.7623,87.8418,85.4516,86.8976,86.1844,86.9392,83.5429,86.6302,98.6243,99.5899,98.5606,103.5834,114.3724,112.2752,113.0736,116.9250,124.4099,129.1778,127.5388,137.5997,137.1317,124.5778,117.8744,104.6919,120.5191,124.0777,149.4022,134.0982,139.1978,156.5394,147.9470,144.1324,128.0394,118.6478,113.8773,103.5477,100.3200,99.1986,104.6139,100.6300,109.7664,100.0000,106.1120,101.6483,107.3051,117.9468,113.7441
"Animal slaughtering and processing  (NAICS = 3116); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3116.A,IP.G3116.A,,,,,,,,,,,,,39.1936,35.8743,37.9512,36.0768,41.1630,42.1910,42.2434,42.7508,44.4107,45.5623,46.0869,47.3110,47.3477,49.0035,49.9739,54.3598,57.1370,58.6500,59.5733,61.0277,65.5458,67.0971,67.8344,71.0177,68.5060,73.7209,76.4844,78.7279,80.2898,81.1869,85.3715,85.2257,84.4402,90.4971,94.8223,94.2262,94.7554,92.7935,93.1699,95.7900,91.0263,92.6485,90.2160,92.8173,96.3030,100.0000,102.7547,103.1241,105.2803,102.7055,104.7624
"Animal (except poultry) slaughtering and meat processing  (NAICS = 311611-3); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G311611T3.A,IP.G311611T3.A,,,,,,,,,,,,,60.2665,55.4161,57.7783,54.9430,62.4953,64.3183,63.5056,62.6288,64.5732,65.1418,65.0456,66.5690,67.4690,69.3085,69.9195,72.0722,75.9110,74.7259,73.3326,73.2073,78.2989,79.6596,79.2015,82.2707,78.4432,81.9129,86.9807,87.8044,90.2438,90.0647,87.9799,89.0882,88.3951,90.9994,94.8147,96.8188,96.4991,95.9355,98.2038,99.8152,93.5394,93.1454,90.2262,93.7568,98.6396,100.0000,102.9956,103.3790,103.9455,103.5012,103.4533
"Beef  (NAICS = 311611-3pt.); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N311611T3B.A,IP.N311611T3B.A,,,,,,,,,,,,,70.6349,66.2491,68.9443,67.2625,78.0471,78.2550,78.1596,71.0276,71.4917,74.0433,77.2656,77.9296,80.0056,82.5412,85.9658,86.5891,88.2640,85.9290,84.9403,83.5313,87.0480,89.0060,89.0518,93.6652,90.9991,94.7225,97.4273,99.0048,103.1916,101.5562,99.6758,99.0585,94.5054,97.2622,103.1389,104.0210,101.2959,100.4060,104.4462,105.6259,97.7101,97.1923,92.4166,92.5862,99.2593,100.0000,96.9587,98.2297,98.6172,99.7322,101.1542
"Pork  (NAICS = 311611-3pt.); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N311611T3P.A,IP.N311611T3P.A,,,,,,,,,,,,,41.6138,38.3066,39.8239,31.6108,36.9086,40.3654,42.3034,50.4764,54.2483,52.0349,48.1916,50.4908,49.9177,50.9690,49.1615,52.7919,58.3461,58.4585,56.7461,58.0309,64.6793,65.4666,64.5865,65.9106,61.0160,64.2227,71.7984,72.0234,72.6441,74.1716,72.0690,75.1447,78.9653,81.4936,83.1378,86.4650,89.0008,88.8485,89.1197,91.3847,87.2363,87.0646,86.6718,95.4065,97.7996,100.0000,112.2548,111.0771,111.8705,108.7348,106.1892
"Miscellaneous meats  (NAICS = 311611-3pt.); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N311611T3Z.A,IP.N311611T3Z.A,,,,,,,,,,,,,351.6992,296.4999,313.7670,393.0203,399.2729,395.6211,321.6355,254.4774,253.0455,274.8492,297.8196,298.5508,322.6037,331.2535,330.5287,295.9019,296.9557,282.6578,278.2330,265.5624,266.9563,253.9322,240.4019,244.0376,251.0982,239.3253,209.3851,194.1823,188.9823,178.3282,167.4773,161.9621,152.3030,148.2275,143.8905,139.1413,132.8618,131.5877,129.5266,122.9570,113.1121,110.3291,104.2688,99.5698,97.3121,100.0000,110.8724,111.3264,114.4100,114.4807,110.7622
"Poultry processing  (NAICS = 311615); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N311615.A,IP.N311615.A,,,,,,,,,,,,,14.0005,12.5269,14.1680,13.4482,15.5647,15.6421,16.6697,18.8503,20.2444,22.3185,23.8646,24.7963,23.7213,25.1774,26.5147,33.4081,34.9203,39.5116,43.1357,46.5712,50.4474,52.2931,54.6105,57.9805,57.0565,64.4734,64.7402,68.4182,68.9766,71.1233,82.0387,80.5931,79.7242,88.9821,93.7621,90.5336,92.0634,88.2284,86.0186,90.1805,87.6336,91.9103,90.1048,91.4760,93.0659,100.0000,102.4122,102.7598,107.6745,100.9866,106.9789
"Bakeries and tortilla  (NAICS = 3118); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N3118.A,IP.N3118.A,,,,,,,,,,,,,90.2729,90.6995,89.6061,89.4366,93.2959,90.7307,90.9400,90.6933,89.2665,88.9250,91.9466,91.6197,93.4543,95.8188,96.0405,97.9958,95.1716,92.7716,93.8365,93.0222,95.4139,97.4696,99.2958,101.2732,99.0734,102.0119,105.9931,108.6007,109.4633,109.1569,106.7490,102.8512,108.4674,109.1085,106.5041,104.1244,98.7585,96.2120,96.8921,97.7472,97.1536,99.3416,100.9600,101.3823,102.1112,100.0000,98.2315,99.7708,100.4023,104.0546,104.8786
"Other food  (NAICS = 3119); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3119.A,IP.G3119.A,,,,,,,,,,,,,33.8104,35.1538,33.3406,32.0790,35.7483,33.9446,39.3284,39.2383,41.4877,41.9255,48.1906,48.7554,49.0048,51.4284,52.2071,51.8931,53.7541,52.2494,55.4545,56.5908,60.1435,63.6552,63.5436,64.8134,66.3435,64.8970,68.8338,70.1185,71.6807,68.1878,73.3886,77.4250,78.3043,79.3187,82.7240,84.5599,83.0442,82.1788,83.9466,85.9324,84.6330,86.1575,91.3570,91.2562,96.8368,100.0000,97.8724,100.2302,101.3549,103.9333,109.5038
"Coffee and tea  (NAICS = 31192); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G31192.A,IP.G31192.A,,,,,,,,,,,,,90.1816,92.2901,86.1271,91.1726,93.5648,68.2773,86.5146,88.4139,89.7900,90.8661,92.5751,92.4071,94.9724,98.1889,89.1670,90.8825,91.8908,88.3905,97.5190,93.7475,84.8216,88.8553,78.7275,72.6704,80.8587,75.2498,75.1544,77.7942,68.0096,59.8310,60.6474,62.1041,60.2590,57.3314,63.1833,66.8405,68.2628,69.0488,77.9002,80.2464,85.7092,85.7590,98.4363,99.3657,103.2025,100.0000,90.5965,83.7141,88.3153,90.1987,94.8181
"Beverage and tobacco product  (NAICS = 312); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G312.A,IP.G312.A,,,,,,,,,,,,,89.5360,93.0611,96.5759,94.7666,96.8604,99.8823,105.2643,105.7930,107.1370,106.7078,107.1011,103.8403,103.1332,105.0431,105.4320,107.1383,110.8531,108.0705,110.1978,108.1004,108.6066,99.8603,111.6116,115.3902,119.1591,120.0228,119.5122,108.4700,109.0231,108.2744,97.6925,102.6471,104.2021,109.7106,107.6908,106.8650,98.9592,98.0264,97.6894,97.5047,99.8432,100.6065,97.7149,101.7020,100.2399,100.0000,98.0901,96.1031,92.5785,97.4581,96.2160
"Beverage  (NAICS = 3121); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3121.A,IP.G3121.A,,,,,,,,,,,,,45.8923,47.8743,50.0427,48.4848,49.7403,53.8882,58.2840,59.6464,59.7629,58.0517,59.5862,60.1473,59.5347,61.6736,63.9674,65.9300,68.3657,67.5550,68.4326,69.3301,69.6943,69.5645,72.5020,72.9995,76.1535,77.3664,78.5161,74.5731,74.3925,74.2494,74.4765,79.1689,82.3048,87.0143,86.6215,91.7647,87.3709,90.4961,89.3809,92.4573,97.5472,100.2366,102.5410,105.2889,104.1213,100.0000,100.9878,101.8061,94.9212,107.8611,109.8532
"Soft drink and ice  (NAICS = 31211); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31211.A,IP.N31211.A,,,,,,,,,,,,,58.7807,61.4999,60.7690,61.8264,63.1355,67.6137,72.1858,73.7596,71.3886,67.2527,70.6049,71.7187,71.7826,76.6669,80.6846,81.2658,85.5398,82.7238,82.6263,85.5242,83.2962,84.4151,90.9825,92.9133,97.4078,98.4646,101.3697,100.5693,98.0375,98.9293,92.9809,95.7625,105.5690,115.7612,110.2554,118.0322,113.6644,104.7951,104.4306,105.9868,111.4495,111.0609,112.4176,112.5206,102.7192,100.0000,98.2196,99.0265,95.0839,92.7016,99.3036
"Breweries  (NAICS = 31212); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31212.A,IP.N31212.A,,,,,,,,,,,,,49.3212,52.5541,56.9762,55.7822,58.2102,63.5448,70.0232,69.4261,71.8041,73.6913,78.4760,77.9943,75.9685,76.3043,77.5460,83.7979,85.4687,87.3429,93.1926,93.6856,97.3282,94.4883,97.0559,95.7757,98.5889,98.2221,97.0159,88.8995,84.1275,83.4642,86.6836,96.9839,92.7933,91.4913,94.8260,94.2607,83.6901,97.7468,99.3766,100.1650,102.9671,113.4593,107.9356,107.0992,106.4860,100.0000,102.4281,98.3974,88.6866,99.4528,95.5264
"Tobacco  (NAICS = 3122); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3122.A,IP.G3122.A,,,,,,,,,,,,,211.6946,218.3297,223.3193,224.6025,227.9883,214.1230,214.1682,207.4432,214.5109,223.6507,216.3518,196.9628,196.6196,195.5722,187.6439,187.0152,192.9613,185.2233,190.1405,180.9808,181.7359,153.7409,186.3848,198.5025,202.7130,202.2517,197.4336,172.1187,173.9927,172.1937,142.4925,147.9157,146.0865,153.0584,147.7712,135.1222,120.4388,111.8004,112.8984,106.8616,104.4517,101.8846,90.0241,96.0825,94.1385,100.0000,93.9010,88.1836,88.8546,84.3327,79.5344
"Textile mills  (NAICS = 313); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G313.A,IP.G313.A,,,,,,,,,,,,,203.0612,196.7922,184.6896,180.6203,202.5504,215.6364,211.6663,211.1813,207.3270,202.1315,183.1417,205.4782,203.4770,191.3965,199.3902,222.8513,221.3861,225.4354,213.4878,214.0397,226.5312,236.0070,249.6577,245.5116,237.9674,249.0907,247.9165,241.2653,231.5392,203.8408,205.0531,194.0191,181.2759,184.6671,165.1578,151.6830,128.8669,105.4904,117.2785,112.2605,110.1000,114.9160,112.2113,105.2606,101.8464,100.0000,97.9421,92.6233,84.9225,84.8771,84.0206
"Fiber, yarn, and thread mills  (NAICS = 3131); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3131.A,IP.G3131.A,,,,,,,,,,,,,137.0649,136.3387,126.5686,129.1444,145.4088,150.5780,154.8781,152.2956,143.8546,140.2327,131.3723,152.1474,148.0032,144.1522,152.3287,181.2093,173.5281,171.9028,169.9001,167.3572,177.1636,187.1827,194.9049,195.6701,195.0201,203.3047,211.4472,205.7868,196.4551,172.9283,192.0813,183.6591,187.2572,175.5538,159.9731,154.3830,131.5329,100.0713,106.3896,96.1920,104.0486,109.1070,109.7213,110.2784,103.1786,100.0000,92.4817,87.6769,75.2560,75.1972,70.9391
"Fabric mills  (NAICS = 3132); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3132.A,IP.G3132.A,,,,,,,,,,,,,207.2875,196.9615,188.4919,182.8505,207.3600,225.6197,216.0447,225.7446,223.5486,217.7029,188.9541,210.1630,207.4055,192.3101,199.9534,218.9896,224.8225,229.4078,215.7760,215.8797,223.5224,231.7416,249.6825,251.8694,243.0507,246.7810,246.4792,240.7297,227.8304,197.7081,198.4539,189.4514,169.5843,178.7562,164.6961,148.3148,130.8090,110.4078,120.1197,115.6968,112.5366,115.6721,110.9921,98.9600,97.2646,100.0000,96.8270,91.5278,88.7814,89.8384,88.0149
"Textile and fabric finishing and fabric coating mills  (NAICS = 3133); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3133.A,IP.G3133.A,,,,,,,,,,,,,258.0122,256.0483,231.9200,224.1768,244.4576,252.1455,253.5134,226.7829,224.5886,219.6917,217.9117,243.8768,246.9230,234.4798,242.6152,270.4144,255.7732,264.7465,246.6806,251.5022,277.9692,289.7547,298.7911,276.5842,266.0171,295.5469,284.3476,274.7569,271.6073,245.3121,233.7408,215.3753,204.9546,207.8741,171.0428,157.5990,122.1977,98.7778,119.7532,117.2604,109.8194,118.0864,116.9464,115.1736,110.9529,100.0000,104.9220,99.1443,84.5033,82.2723,85.9715
"Textile product mills  (NAICS = 314); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G314.A,IP.G314.A,,,,,,,,,,,,,124.4733,131.4177,114.2034,106.9474,117.4507,137.5457,142.9330,142.5918,128.7340,127.1847,125.4825,141.5355,155.9830,158.6361,163.6414,173.0762,170.5189,172.0187,169.8380,161.7331,169.6296,175.0077,182.8160,182.8548,180.8458,193.7721,191.2429,202.3249,205.0419,188.3930,189.0510,185.2681,196.2249,198.0317,182.4702,154.5950,141.1222,107.8681,109.0508,110.0113,105.1504,108.0391,116.2886,112.9801,112.4458,100.0000,99.2732,98.7642,91.2740,100.3525,95.5148
"Textile furnishings mills  (NAICS = 3141); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3141.A,IP.G3141.A,,,,,,,,,,,,,133.5287,143.1982,120.5487,112.3238,126.4520,149.6098,154.6342,160.1462,145.0742,140.0374,137.1263,157.6895,173.2716,179.3701,190.1185,205.8309,205.2234,203.9825,199.3067,187.3193,197.2008,205.0213,209.0081,210.2411,207.7180,227.0232,228.7274,235.9505,247.9079,232.1045,231.1566,230.4155,236.7694,232.3090,207.7576,175.1335,150.7546,110.4110,103.5632,108.0299,104.7909,105.5052,111.8143,111.0343,109.8376,100.0000,93.2080,88.8549,83.3839,92.4079,84.7828
"Carpet and rug mills  (NAICS = 31411); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G31411.A,IP.G31411.A,,,,,,,,,,,,,96.2736,104.9515,89.2861,81.0380,93.5928,113.8823,119.8517,132.8642,116.9099,109.4851,105.3102,127.1988,141.3040,143.1912,152.2241,166.1406,168.1212,165.6942,158.4909,141.5526,155.8608,164.9812,167.3987,167.4266,169.6697,172.3355,180.4096,175.8860,189.1513,183.2071,192.5478,197.5293,209.3951,202.5140,186.5737,160.5339,139.9025,98.8605,89.5076,98.5797,95.4671,97.8998,100.8147,99.8797,96.7758,100.0000,89.8805,82.7941,78.2058,86.4856,77.7704
"Other textile product mills  (NAICS = 3149); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3149.A,IP.G3149.A,,,,,,,,,,,,,111.8105,115.2348,104.8386,98.8358,105.0433,121.3199,126.9946,120.3420,108.1316,110.3024,109.9400,120.7416,133.6187,132.5843,131.4748,134.2102,129.7486,134.0739,134.5574,130.7352,136.3253,138.8775,151.1332,149.7676,148.3682,153.8570,146.4438,161.8233,154.5934,137.6388,139.9172,133.0752,148.6523,157.4150,152.3234,130.0605,129.2501,104.6918,115.3903,112.4271,105.7725,110.9435,121.2559,115.1847,115.3922,100.0000,106.3045,110.5274,100.5364,109.6161,108.1544
"Apparel  (NAICS = 315); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G315.A,IP.G315.A,,,,,,,,,,,,,692.5615,713.2957,664.5389,651.6194,687.8417,731.4396,752.7675,713.0294,723.2034,719.3076,729.4704,751.8983,762.5674,734.2979,744.4293,750.6297,738.3707,703.1844,691.1867,695.3436,710.6133,727.2202,742.2528,743.4782,722.9986,715.8750,682.1821,650.7882,625.2641,555.2597,443.5249,410.1120,351.8201,337.8460,329.0269,263.8823,205.0841,147.0826,142.8429,134.2809,130.4809,120.8024,115.8454,110.0198,103.3074,100.0000,95.5298,96.8037,80.6776,89.4562,87.9414
"Leather and allied product  (NAICS = 316); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G316.A,IP.G316.A,,,,,,,,,,,,,526.4106,506.2189,496.4281,475.4653,492.0153,484.7641,479.3864,430.4560,447.9730,458.4076,415.0091,421.8429,389.3482,359.8896,322.7611,334.4089,327.8633,322.6816,309.6262,284.7675,305.8928,305.2061,291.7310,271.3778,274.0022,290.0341,274.1924,258.4881,254.9062,209.8970,149.8447,146.3747,148.6156,160.7849,160.5657,141.3591,131.0663,106.1563,119.8873,133.5051,116.0628,108.0792,103.2937,99.8426,100.3030,100.0000,98.6788,96.5513,86.1857,98.7394,105.2578
"Paper  (NAICS = 322); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G322.A,IP.G322.A,,,,,,,,,,,,,78.9232,85.3395,89.1264,77.1550,85.1454,88.8587,92.8662,94.2692,94.0241,95.3237,93.7384,99.7545,104.7426,102.5270,106.5888,109.9623,114.2682,115.4832,115.4335,115.6931,118.5431,119.9121,125.0304,126.8362,122.9147,125.4480,126.4701,127.4230,124.0706,117.0598,118.4700,115.6825,116.6239,116.1964,114.9223,115.4090,110.5139,98.6165,100.6209,100.5792,103.3402,103.5874,102.5949,101.8590,100.9434,100.0000,99.1431,99.1338,95.0595,95.0953,93.4794
"Pulp, paper, and paperboard mills  (NAICS = 3221); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3221.A,IP.G3221.A,,,,,,,,,,,,,82.5092,91.1266,99.1167,83.7189,93.3711,96.1331,99.9844,104.8509,105.3020,107.2128,105.6228,112.1925,119.5600,116.8702,121.4213,128.1519,131.7488,131.8068,130.0904,126.9209,127.6504,126.8621,134.0646,138.9881,131.1089,131.0570,132.0370,136.6044,133.0369,125.2029,125.9095,121.9087,124.2956,123.1492,122.5152,119.7843,115.9501,104.0864,106.6249,107.2169,106.7498,107.6947,106.4010,104.2933,102.1655,100.0000,95.4099,95.8388,89.2825,87.1524,85.1507
"Pulp mills  (NAICS = 32211); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32211.A,IP.N32211.A,,,,,,,,,,,,,39.4054,41.6933,46.2940,38.5512,47.8276,50.1577,52.1778,53.8976,54.4794,53.7823,55.1365,62.1413,64.2056,61.0893,68.8907,66.1521,68.7041,74.2008,74.1054,75.2605,79.1615,66.4678,70.3678,75.6687,69.4027,69.0761,70.9641,71.4985,70.5092,71.9711,88.0217,89.1823,85.5962,82.5561,80.9977,86.8496,84.9354,72.3200,66.5256,72.8755,75.0690,90.6999,90.1031,85.3104,82.5848,100.0000,80.9282,105.4349,119.7133,106.3880,105.9860
"Paper mills  (NAICS = 32212); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32212.A,IP.G32212.A,,,,,,,,,,,,,97.5400,108.4705,119.2514,102.4036,114.9506,117.4636,121.5109,130.4963,130.7338,134.0251,136.2239,143.7126,153.6473,153.7866,157.7002,165.4254,169.2083,170.2885,166.7844,161.3313,159.3909,158.4001,167.3336,172.9456,162.7942,161.1873,162.0253,169.3162,165.8456,153.8410,152.7818,147.6968,152.7693,153.8605,151.2552,142.9643,141.6966,124.5133,124.8703,123.8522,121.4759,122.8920,119.8024,114.8776,110.1199,100.0000,95.3039,94.8349,82.5232,79.4862,79.4686
"Paper (except newsprint) mills  (NAICS = 322121); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N322121.A,IP.N322121.A,,,,,,,,,,,,,92.5037,103.2087,114.0352,98.6387,110.7420,113.5330,116.9178,124.9258,124.6088,127.0654,128.8480,135.9204,145.7624,146.2200,150.1912,157.6658,161.2853,163.0037,159.7635,154.8868,153.0481,151.6978,159.5973,164.2866,154.0769,153.0395,152.2525,162.0440,158.8573,148.2865,146.8032,142.5110,148.1276,149.8583,147.8233,138.6010,137.6437,120.1027,120.2352,119.5679,117.9631,120.9339,118.3721,113.2680,108.9440,100.0000,95.1906,95.1305,82.9463,79.6574,79.7627
"Paperboard mills  (NAICS = 32213); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32213.A,IP.N32213.A,,,,,,,,,,,,,75.6686,82.8167,88.0116,72.1717,77.9708,81.3684,85.7669,84.5136,85.3686,85.7734,76.4351,82.1791,87.1834,79.2457,85.0168,93.1147,96.8144,93.7430,94.1213,93.1898,97.3112,99.3253,105.0288,108.9682,103.7802,106.4204,107.5271,108.9560,104.4920,100.4442,101.0915,97.5218,97.0702,92.6828,95.2224,98.8955,90.7080,86.1713,93.6882,95.2527,96.8000,94.0549,94.6547,96.1617,97.0544,100.0000,98.5755,95.2449,92.4875,93.1707,88.7102
"Converted paper product  (NAICS = 3222); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3222.A,IP.G3222.A,,,,,,,,,,,,,74.0304,78.5272,78.8529,70.0595,76.4156,80.9660,85.0732,83.1339,82.2267,82.9436,81.3930,86.8001,89.5376,87.7933,91.3442,91.3701,96.4917,99.0595,100.8628,104.6611,109.5485,112.8915,116.1109,114.7758,114.9509,119.8882,120.9447,118.6750,115.5289,109.2918,111.3305,109.6271,109.2961,109.5179,107.6479,111.1459,105.2605,93.3355,94.8293,94.1932,100.0463,99.6112,98.9143,99.5392,99.7880,100.0000,102.8497,102.3901,100.7233,102.8584,101.6278
"Paperboard container  (NAICS = 32221); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32221.A,IP.N32221.A,,,,,,,,,,,,,85.3775,90.9981,89.6193,81.2604,89.7095,95.6977,99.7784,93.6967,91.3927,91.2902,88.1955,94.7911,98.4078,95.9961,99.0357,100.3570,102.2927,106.0149,105.4516,107.4781,111.8519,115.0616,118.2415,114.7044,116.1730,121.8699,121.5942,118.9990,115.2193,108.7057,105.6440,105.0617,104.8432,104.4099,102.1346,103.9192,99.6527,89.3979,90.8452,91.3976,93.3706,95.7054,97.8278,97.7729,99.2426,100.0000,101.5418,98.8121,98.9359,100.4694,95.6312
"Paper bag and coated and treated paper  (NAICS = 32222); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32222.A,IP.G32222.A,,,,,,,,,,,,,84.6154,88.9593,93.8796,80.4062,86.9351,90.1136,95.2367,97.1646,98.6534,100.6367,99.2298,104.4142,105.0325,104.4933,109.1723,106.5553,113.8735,110.2568,108.3946,109.0122,112.0372,115.1131,120.5543,119.6023,121.0744,126.1721,125.6914,124.5648,122.4565,114.9106,112.3586,112.6376,112.4375,113.2228,110.0977,116.6843,110.0460,92.4550,98.7746,93.3864,101.5533,96.5062,94.6115,96.9460,95.7583,100.0000,104.6800,101.7400,92.9592,98.4648,103.4595
"Other converted paper products  (NAICS = 32223,9); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32223A9.A,IP.G32223A9.A,,,,,,,,,,,,,51.1361,54.2031,53.4350,47.4096,50.7255,54.4315,57.8415,58.4901,57.5450,58.4319,58.9987,62.9719,66.1456,64.3945,67.9039,68.1384,76.4562,82.4922,90.6799,99.5766,106.7766,110.6149,112.1119,113.9315,110.9459,114.7036,119.0170,116.3096,113.3067,108.4971,123.3410,117.9897,117.3310,118.3272,118.3040,122.5050,114.0445,103.5394,100.7922,101.7710,114.1873,111.9290,106.0232,106.5043,105.2719,100.0000,104.2551,111.4375,112.0985,112.7655,114.1731
"Printing and related support activities  (NAICS = 323); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G323.A,IP.G323.A,,,,,,,,,,,,,67.2809,70.7537,68.5660,64.0766,68.6914,74.4273,78.7841,81.1373,81.7572,83.8429,90.1921,96.8959,105.5115,109.7805,115.2995,123.8263,127.7756,128.2896,133.1315,128.9537,136.0247,136.3903,137.8679,139.9051,140.9157,143.7924,145.6098,145.0033,146.3109,141.4545,138.2471,132.7780,133.1220,132.8842,131.3805,134.1107,125.5275,105.1373,104.9988,103.3009,101.4746,101.7637,99.9575,98.9777,100.6454,100.0000,99.8132,93.6081,84.7862,85.8055,88.6287
"Petroleum and coal products  (NAICS = 324); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G324.A,IP.G324.A,,,,,,,,,,,,,63.4942,62.3882,67.3273,66.3828,73.5215,78.7034,79.4889,84.9146,75.2473,71.7669,68.5976,69.7376,71.2406,70.1905,69.8054,73.1481,75.3902,74.6137,74.6953,73.6254,73.2906,73.7829,75.8496,77.2038,79.0313,81.6549,80.0911,83.2773,82.5291,82.0448,86.4618,85.1445,90.1558,92.6068,94.2256,96.8734,92.5888,91.3921,90.5612,92.6248,92.4823,96.1737,92.6822,90.6763,96.5668,100.0000,99.8841,99.8677,78.6322,88.7249,89.8201
"Petroleum refineries  (NAICS = 32411); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32411.A,IP.G32411.A,,,,,,,,,,,,,62.6450,59.7692,65.9591,66.8664,74.0232,79.1491,78.7745,85.2631,76.0555,72.3838,69.1853,69.5964,70.1092,68.6513,67.6035,71.7166,74.5510,74.2166,74.1861,74.1368,72.3494,71.4120,74.2637,75.7888,77.2451,78.7343,75.6955,81.0271,80.5966,80.7335,83.7873,81.7717,86.7871,88.5053,90.7054,94.1755,91.3978,92.0573,89.8607,91.7587,90.8701,95.5232,92.1619,90.0131,96.8960,100.0000,99.8178,100.4387,76.1803,86.1735,89.2939
